,auc_avg,auc_one,epoch,f1_avg_0.35,f1_avg_0.36,f1_avg_0.37,f1_avg_0.38,f1_avg_0.39,f1_avg_best,f1_one_0.35,f1_one_0.36,f1_one_0.37,f1_one_0.38,f1_one_0.39,fold,model_id,mu,seed,th_avg_best
0,0.9609131442594745,0.9609131442594745,1,0.6569747317410869,0.655659276546091,0.6561376627968648,0.6562667460553737,0.6540706420362236,0.6569747317410869,0.6569747317410869,0.655659276546091,0.6561376627968648,0.6562667460553737,0.6540706420362236,0,1,0.9,100,0.35
1,0.9671283911973547,0.9671283911973547,2,0.6822223480772499,0.6829184549356222,0.6826645079218225,0.6824655615222974,0.6819038642789821,0.6829212190914319,0.6822223480772499,0.6829184549356222,0.6826645079218225,0.6824655615222974,0.6819038642789821,0,1,0.9,100,0.365
2,0.9697843301172631,0.9697843301172631,3,0.6954628780934922,0.6940026603435312,0.6929492039423806,0.6924207679190921,0.6928414684775518,0.6957762557077625,0.6954628780934922,0.6940026603435312,0.6929492039423806,0.6924207679190921,0.6928414684775518,0,1,0.9,100,0.345
3,0.9708233350107234,0.9708233350107234,4,0.6938752721791079,0.6948599707569452,0.6947882366299536,0.6953236792398833,0.6965708347765848,0.6973417570628204,0.6938752721791079,0.6948599707569452,0.6947882366299536,0.6953236792398833,0.6965708347765848,0,1,0.9,100,0.42500000000000004
4,0.9711379385741693,0.9711379385741693,5,0.6975538270769925,0.6986869777752516,0.6984090648964175,0.6986894521101553,0.6973576999185194,0.6986894521101553,0.6975538270769925,0.6986869777752516,0.6984090648964175,0.6986894521101553,0.6973576999185194,0,1,0.9,100,0.38
5,0.9710844705768225,0.9710844705768225,6,0.695307186579007,0.696153407145303,0.6974818903070025,0.698569028445629,0.6980382998598786,0.698569028445629,0.695307186579007,0.696153407145303,0.6974818903070025,0.698569028445629,0.6980382998598786,0,1,0.9,100,0.38
6,0.9705164209497954,0.9705164209497954,7,0.6912759242560866,0.6915866613645402,0.6917043567870842,0.6920191586358129,0.692303223932617,0.6932735954724989,0.6912759242560866,0.6915866613645402,0.6917043567870842,0.6920191586358129,0.692303223932617,0,1,0.9,100,0.41000000000000003
7,0.9697175347597933,0.9697175347597933,8,0.6886156287187625,0.6895253308991328,0.6892466935020126,0.6884980328627633,0.6881144918261679,0.6895484758193904,0.6886156287187625,0.6895253308991328,0.6892466935020126,0.6884980328627633,0.6881144918261679,0,1,0.9,100,0.365
8,0.9683755817466166,0.9683755817466166,9,0.6837005421617257,0.6831844029244516,0.6838785046728971,0.6839384326166138,0.6840518006031576,0.6849015317286653,0.6837005421617257,0.6831844029244516,0.6838785046728971,0.6839384326166138,0.6840518006031576,0,1,0.9,100,0.43500000000000005
9,0.9670366342442742,0.9670366342442742,10,0.6815564473913802,0.68157340201358,0.6813044502001413,0.6807578448786265,0.6815229696716917,0.6826147106294674,0.6815564473913802,0.68157340201358,0.6813044502001413,0.6807578448786265,0.6815229696716917,0,1,0.9,100,0.335
10,0.9614488134459349,0.9607508774768646,1,0.6602810438772584,0.6608655296438102,0.6607676530911222,0.6589294173377547,0.6576835549167565,0.6610612430405637,0.6579819449205805,0.6571230662664511,0.6559403054681123,0.657369814651368,0.6570749108204519,0,2,0.9,100,0.34
11,0.9676601484731239,0.9669342277240738,2,0.6870167802531355,0.6869726043231995,0.6858843438174709,0.685852165725047,0.6863582443653619,0.6875,0.6819306218719439,0.6828303971161115,0.6826951269571336,0.6834485611298233,0.6832090665076052,0,2,0.9,100,0.355
12,0.970557974964846,0.9696778738327998,3,0.6977194982896238,0.6971283880992115,0.6981416957026713,0.6972305170091926,0.6963557970586498,0.6981416957026713,0.691647855530474,0.6921105098262604,0.6927098293789854,0.6943623616663769,0.6935342561766252,0,2,0.9,100,0.37
13,0.971847576948076,0.970728361474307,4,0.7009515178975986,0.7019186843307447,0.7019059135141359,0.7011507613623155,0.7009668912979784,0.7020642201834862,0.6958309537407196,0.6956471605650043,0.6952020936318697,0.6940237172713397,0.6934720908230841,0,2,0.9,100,0.365
14,0.9724925443233974,0.9711191152496781,5,0.7018177712543751,0.7028812208176746,0.7034482758620689,0.7036136205698402,0.7024725915558665,0.7036136205698402,0.693442530992315,0.6944334557784685,0.6951615660796718,0.6956571691176471,0.6964017123683905,0,2,0.9,100,0.38
15,0.9728337920029684,0.9711678538091091,6,0.7027057948629941,0.7038681039949272,0.7037316464511636,0.7040917871568225,0.703913248467704,0.7041567695961994,0.6964643859950719,0.6974838411819021,0.6976825433795272,0.6987047998593447,0.6974134876579663,0,2,0.9,100,0.4
16,0.972616887235007,0.9703977027668795,7,0.7010519172039361,0.7015563536856508,0.7028052425845022,0.7037122969837587,0.7030154277699858,0.7038057819738461,0.6930087744126804,0.6938868613138686,0.6947029759852924,0.6940238122760374,0.6941985088536813,0,2,0.9,100,0.395
17,0.9722678854182766,0.9696521926718431,8,0.7002788368519889,0.7009233239662785,0.702283897080081,0.7028411737307871,0.7038384786946825,0.7039504441327723,0.690436673725176,0.689921142001957,0.6909806645826098,0.6909366262814539,0.6902654867256638,0,2,0.9,100,0.385
18,0.9717170649629008,0.9686467589102379,9,0.7002370353240447,0.700652528548124,0.7002054593484003,0.7007506353803417,0.6997796438568281,0.7007506353803417,0.6869272706182578,0.6867483946293054,0.6860868033123861,0.6853766617429838,0.6849233693715101,0,2,0.9,100,0.38
19,0.9709616551635788,0.9673770951990668,10,0.6983152897585828,0.6980350999941696,0.699007458741998,0.6981968666863732,0.6982614908311502,0.6992224316682375,0.6812392426850258,0.6809369951534734,0.6804338998781833,0.6811044305644738,0.6801666960145565,0,2,0.9,100,0.375
20,0.9615612327810437,0.960204611743889,1,0.660604656550446,0.6603883949461863,0.6604799621704693,0.6598517455762792,0.6569925630328315,0.6617394293571675,0.6547674964772193,0.6539305843963216,0.6529535232383809,0.653293739773347,0.6527283874923361,0,3,0.9,100,0.34
