,auc_avg,auc_one,epoch,f1_avg_0.35,f1_avg_0.36,f1_avg_0.37,f1_avg_0.38,f1_avg_0.39,f1_avg_best,f1_one_0.35,f1_one_0.36,f1_one_0.37,f1_one_0.38,f1_one_0.39,fold,model_id,mu,seed,th_avg_best
0,0.9611738950474727,0.9611738950474727,1,0.6567816091954023,0.6560901906090191,0.6568638983648981,0.6550104073743681,0.6545301610189859,0.6572131053805248,0.6567816091954023,0.6560901906090191,0.6568638983648981,0.6550104073743681,0.6545301610189859,0,1,0.9,100,0.345
1,0.967393518962489,0.967393518962489,2,0.682799954766482,0.6825841092134575,0.6821821533498473,0.6835281120995406,0.6825145272054939,0.6836917562724014,0.682799954766482,0.6825841092134575,0.6821821533498473,0.6835281120995406,0.6825145272054939,0,1,0.9,100,0.34
2,0.970153933721045,0.970153933721045,3,0.6921105098262604,0.6930681687550292,0.6931989340748465,0.6926133707339879,0.6921536286522149,0.6931989340748465,0.6921105098262604,0.6930681687550292,0.6931989340748465,0.6926133707339879,0.6921536286522149,0,1,0.9,100,0.37
3,0.9711946428482193,0.9711946428482193,4,0.6938455507644061,0.6952300310471352,0.6953902120161428,0.6961648540354893,0.6960682578115993,0.6969535640343094,0.6938455507644061,0.6952300310471352,0.6953902120161428,0.6961648540354893,0.6960682578115993,0,1,0.9,100,0.42000000000000004
4,0.9715339050323939,0.9715339050323939,5,0.6958187760622112,0.6957756075403134,0.6962141141484617,0.696849259835263,0.6980902072328322,0.6982234410397042,0.6958187760622112,0.6957756075403134,0.6962141141484617,0.696849259835263,0.6980902072328322,0,1,0.9,100,0.42500000000000004
5,0.9713947037275884,0.9713947037275884,6,0.6931335271751285,0.6947154700806497,0.694668637035353,0.6954428202923474,0.6954062788550324,0.6956521739130435,0.6931335271751285,0.6947154700806497,0.694668637035353,0.6954428202923474,0.6954062788550324,0,1,0.9,100,0.385
6,0.9709652110787832,0.9709652110787832,7,0.6924470614879402,0.6920004564646811,0.692573005288572,0.6933765632237147,0.6932540376654422,0.6937793427230047,0.6924470614879402,0.6920004564646811,0.692573005288572,0.6933765632237147,0.6932540376654422,0,1,0.9,100,0.4
7,0.9701340621034602,0.9701340621034602,8,0.6882559059568215,0.6899613020714772,0.6899358092618065,0.6899336602249784,0.6905605576532095,0.690591319545587,0.6882559059568215,0.6899613020714772,0.6899358092618065,0.6899336602249784,0.6905605576532095,0,1,0.9,100,0.395
8,0.9689792299124209,0.9689792299124209,9,0.6865518421352801,0.6865448695852004,0.6858133487431378,0.6860268870395159,0.6866580766077076,0.6866580766077076,0.6865518421352801,0.6865448695852004,0.6858133487431378,0.6860268870395159,0.6866580766077076,0,1,0.9,100,0.39
9,0.9676653985228794,0.9676653985228794,10,0.684079745738226,0.6836782143687514,0.6829696366933832,0.683504062168845,0.6841294298921418,0.6858000600420295,0.684079745738226,0.6836782143687514,0.6829696366933832,0.683504062168845,0.6841294298921418,0,1,0.9,100,0.41000000000000003
