,auc_avg,auc_one,epoch,f1_avg_0.35,f1_avg_0.36,f1_avg_0.37,f1_avg_0.38,f1_avg_0.39,f1_avg_best,f1_one_0.35,f1_one_0.36,f1_one_0.37,f1_one_0.38,f1_one_0.39,fold,model_id,mu,seed,th_avg_best
0,0.9605916252943356,0.9605916252943356,1,0.6536529021079989,0.6534849810440362,0.6535516550830486,0.6534205829863177,0.6538762254164912,0.6540887524420876,0.6536529021079989,0.6534849810440362,0.6535516550830486,0.6534205829863177,0.6538762254164912,0,1,0.9,100,0.32
1,0.9668659886912888,0.9668659886912888,2,0.6815050947799852,0.6820583505628303,0.6832463768115941,0.6826501374188644,0.683142621210334,0.6834361651637398,0.6815050947799852,0.6820583505628303,0.6832463768115941,0.6826501374188644,0.683142621210334,0,1,0.9,100,0.395
2,0.9696979368295188,0.9696979368295188,3,0.6944,0.6939081320961328,0.6948935675235547,0.6941431670281996,0.6935445731851502,0.6948935675235547,0.6944,0.6939081320961328,0.6948935675235547,0.6941431670281996,0.6935445731851502,0,1,0.9,100,0.37
3,0.9710060071516697,0.9710060071516697,4,0.6970898732056081,0.6973654582301283,0.6972122863793788,0.6982438075624964,0.6974785067220587,0.6993807687813997,0.6970898732056081,0.6973654582301283,0.6972122863793788,0.6982438075624964,0.6974785067220587,0,1,0.9,100,0.405
4,0.9714284354361312,0.9714284354361312,5,0.6979272850832485,0.698568413848172,0.6992468234347151,0.6996757007180914,0.6997782187463524,0.6999043519846964,0.6979272850832485,0.698568413848172,0.6992468234347151,0.6996757007180914,0.6997782187463524,0,1,0.9,100,0.42000000000000004
5,0.9713936468502067,0.9713936468502067,6,0.6975193535627507,0.6980981664958433,0.6980720679366537,0.6972551285755562,0.6975337366216845,0.6983223664710416,0.6975193535627507,0.6980981664958433,0.6980720679366537,0.6972551285755562,0.6975337366216845,0,1,0.9,100,0.41500000000000004
6,0.9707942070055202,0.9707942070055202,7,0.6932006633499171,0.6940255554276504,0.6935839424527207,0.6942641641817224,0.6936395759717314,0.6949204219769498,0.6932006633499171,0.6940255554276504,0.6935839424527207,0.6942641641817224,0.6936395759717314,0,1,0.9,100,0.44
7,0.9700410311409986,0.9700410311409986,8,0.6953384492039859,0.6951908661054088,0.6954202898550724,0.6944184960298925,0.6951355802599847,0.6957225433526012,0.6953384492039859,0.6951908661054088,0.6954202898550724,0.6944184960298925,0.6951355802599847,0,1,0.9,100,0.365
8,0.9686064228542148,0.9686064228542148,9,0.6888311688311688,0.6886940363509668,0.6894979837531412,0.6894077515732517,0.6884799715993137,0.6901143930339764,0.6888311688311688,0.6886940363509668,0.6894979837531412,0.6894077515732517,0.6884799715993137,0,1,0.9,100,0.33
9,0.9671946285760827,0.9671946285760827,10,0.6853327085285849,0.6850138487830749,0.6848908918406071,0.6854689642835847,0.6852073843203069,0.6859214084344974,0.6853327085285849,0.6850138487830749,0.6848908918406071,0.6854689642835847,0.6852073843203069,0,1,0.9,100,0.32
