auc_avg,auc_one,epoch,f1_avg,f1_one,f1_ub,n_model,th_avg,th_one,th_ub,time
0.97011198229128,0.97011198229128,1,0.6935671468193612,0.6935671468193612,0.6959517166771053,1,0.3375,0.3375,0.2875,5649.137063741684
0.9715596804557939,0.9715596804557939,2,0.7022817715938047,0.7022817715938047,0.7035927255466224,1,0.35,0.35,0.4,5643.389695644379
0.9711789282212021,0.9698377064690031,1,0.7001608195842515,0.6913755814297989,0.6936030741410488,2,0.35,0.36250000000000004,0.3125,5640.228463888168
0.9726306788175448,0.9717880113382934,2,0.7064800885583719,0.7031357289997711,0.7032186717886038,2,0.3375,0.35,0.375,5639.480669736862
0.9715890412402676,0.970021995859192,1,0.7020210948087915,0.6960357604987648,0.6965643849986887,3,0.36250000000000004,0.4125,0.4,5640.952780723572
0.9728729253931815,0.9713085251198634,2,0.7085116225280444,0.7013103304181715,0.7020802812774686,3,0.36250000000000004,0.4125,0.38750000000000007,5642.84321308136
