,auc_avg,auc_one,epoch,f1_avg_0.35,f1_avg_0.36,f1_avg_0.37,f1_avg_0.38,f1_avg_0.39,f1_avg_best,f1_one_0.35,f1_one_0.36,f1_one_0.37,f1_one_0.38,f1_one_0.39,fold,model_id,mu,seed,th_avg_best
0,0.9626970649122433,0.9626970649122433,1,0.667493943154287,0.6665870979292235,0.665903890160183,0.6647226778446024,0.6637206162155527,0.6694934166480696,0.667493943154287,0.6665870979292235,0.665903890160183,0.6647226778446024,0.6637206162155527,0,1,0.9,100,0.29500000000000004
1,0.9679836943402267,0.9679836943402267,2,0.6863912164114419,0.6861339394999126,0.6854686764013188,0.6851235741444867,0.6848986445963775,0.6870060244293373,0.6863912164114419,0.6861339394999126,0.6854686764013188,0.6851235741444867,0.6848986445963775,0,1,0.9,100,0.30000000000000004
2,0.9701224510960466,0.9701224510960466,3,0.694304010785305,0.6954403851600113,0.696983546617916,0.696498502649159,0.6960966542750928,0.696983546617916,0.694304010785305,0.6954403851600113,0.696983546617916,0.696498502649159,0.6960966542750928,0,1,0.9,100,0.37
3,0.9708823600723735,0.9708823600723735,4,0.6976797876024471,0.6976311041266515,0.6981109937815324,0.6988165680473373,0.6986097022495376,0.6988653240658231,0.6976797876024471,0.6976311041266515,0.6981109937815324,0.6988165680473373,0.6986097022495376,0,1,0.9,100,0.385
4,0.9708088851286608,0.9708088851286608,5,0.6982593002270477,0.6989505774755232,0.6992965655849145,0.6979905789756127,0.6962535329845451,0.6992965655849145,0.6982593002270477,0.6989505774755232,0.6992965655849145,0.6979905789756127,0.6962535329845451,0,1,0.9,100,0.37
5,0.9703215783078192,0.9703215783078192,6,0.6968592746833248,0.6970262390670554,0.6962040192737102,0.6969840331164991,0.6964966634890372,0.6970262390670554,0.6968592746833248,0.6970262390670554,0.6962040192737102,0.6969840331164991,0.6964966634890372,0,1,0.9,100,0.36
6,0.9696055254506921,0.9696055254506921,7,0.6950011518083391,0.6962773976574278,0.6958907307961708,0.6954222248339895,0.6954413764559806,0.6973096875377006,0.6950011518083391,0.6962773976574278,0.6958907307961708,0.6954222248339895,0.6954413764559806,0,1,0.9,100,0.42000000000000004
7,0.9687445829353405,0.9687445829353405,8,0.6921840927349938,0.6919524304352846,0.6924195706556519,0.6922761609181941,0.6913507458286657,0.6924289300099234,0.6921840927349938,0.6919524304352846,0.6924195706556519,0.6922761609181941,0.6913507458286657,0,1,0.9,100,0.375
8,0.9673953575150676,0.9673953575150676,9,0.6866957720588236,0.6877420100560596,0.6884635522718019,0.6879025647031268,0.6877726683174153,0.6884635522718019,0.6866957720588236,0.6877420100560596,0.6884635522718019,0.6879025647031268,0.6877726683174153,0,1,0.9,100,0.37
9,0.965471995702378,0.965471995702378,10,0.6799313893653517,0.6794753796594569,0.6790880685105891,0.6788958770090846,0.6785169541241347,0.6804545454545454,0.6799313893653517,0.6794753796594569,0.6790880685105891,0.6788958770090846,0.6785169541241347,0,1,0.9,100,0.34
