auc_avg,auc_one,epoch,f1_avg,f1_one,f1_ub,n_model,th_avg,th_one,th_ub,time
0.9710712983535551,0.9710712983535551,1,0.6978495572617892,0.6978495572617892,0.6989687809012572,1,0.325,0.325,0.275,8407.446525096893
0.9724817910506786,0.9724817910506786,2,0.7068497844273762,0.7068497844273762,0.7068497844273762,1,0.3375,0.3375,0.3375,8405.231905698776
0.9720727934886907,0.9704325999520501,1,0.7025786967127424,0.6965616126402204,0.6983642183783149,2,0.275,0.21250000000000002,0.25,8409.781148433685
0.9733462620800801,0.9719010704117494,2,0.707475833033266,0.706064961195746,0.7066522539367203,2,0.2875,0.3375,0.36250000000000004,8404.615097284317
0.9726074645348413,0.9711819095062112,1,0.7054687950210339,0.7000797811716434,0.7002965633540733,3,0.2875,0.3125,0.3375,8409.161637544632
0.9737775386122449,0.9724576706168997,2,0.7117109323182513,0.708315430666552,0.708315430666552,3,0.35,0.35,0.35,8450.460608243942
